ID,Data Fato,Bairro,Descricao Subclasse Natureza,Tentado Consumado,Descricao Meio Utilizado,Idade Aparente,Raca Cor,Escolaridade
1226,07/05/2024,MANGABEIRAS,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,67.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
1227,07/05/2024,NITEROI,FURTO,CONSUMADO,EMPREGO DE CHAVE FALSA   MICHA   GAZUA,26.0,PARDA,SUPERIOR INCOMPLETO
1228,07/05/2024,PADRE LIBERIO,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,64.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
1229,07/06/2023,SANTO ANTONIO,AMEACA,CONSUMADO,FALA,24.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
1230,07/06/2023,NACOES,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,39.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
1231,07/06/2023,SAO SIMAO,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,32.0,PARDA,ESCOLARIDADE   IGNORADA
1232,07/06/2023,BOM PASTOR,FURTO,CONSUMADO,EMPREGO DE CHAVE FALSA   MICHA   GAZUA,63.0,BRANCA,SUPERIOR INCOMPLETO
1233,07/06/2024,CAMPINA VERDE,ESTELIONATO,CONSUMADO,FRAUDE,37.0,BRANCA,SUPERIOR COMPLETO
1234,07/06/2024,CENTRO,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,69.0,BRANCA,SUPERIOR COMPLETO
1235,07/06/2024,VILA BELO HORIZONTE,FURTO,CONSUMADO,MEIO DESCONHECIDO,24.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
1236,07/06/2024,TIETE,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,43.0,BRANCA,SUPERIOR COMPLETO
1237,07/07/2023,PORTO VELHO,AMEACA,CONSUMADO,FALA,59.0,PARDA,SUPERIOR COMPLETO
1238,07/07/2023,ESPLANADA,ESTELIONATO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,52.0,BRANCA,POS GRADUACAO
1239,07/07/2023,CENTRO,ESTELIONATO,CONSUMADO,FRAUDE,46.0,PARDA,SUPERIOR COMPLETO
1240,07/07/2023,DONA ROSA,ESTELIONATO,CONSUMADO,ABUSO DE CONFIANCA,35.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
1241,07/07/2023,PORTO VELHO,AMEACA,CONSUMADO,FALA,28.0,PARDA,SUPERIOR INCOMPLETO
1242,07/07/2023,ORION,INVASAO DE DISPOSITIVO INFORMATICO,CONSUMADO,FRAUDE,49.0,BRANCA,SUPERIOR COMPLETO
1243,07/07/2023,MANOEL VALINHAS,ESTELIONATO,CONSUMADO,FRAUDE,53.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
1244,07/07/2023,CENTRO,ESTELIONATO,CONSUMADO,FRAUDE,59.0,BRANCA,SUPERIOR COMPLETO
1245,07/07/2024,PORTO VELHO,AMEACA,CONSUMADO,FALA,43.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
1246,07/07/2024,CENTRO,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,44.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
1247,07/07/2024,NOSSA SENHORA DAS GRACAS,DANO,CONSUMADO,SEM EMPREGO DE INSTRUMENTOS,60.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
1248,07/07/2024,CENTRO,FURTO,CONSUMADO,ABUSO DE CONFIANCA,65.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
1249,07/07/2024,JARDINOPOLIS,AMEACA,CONSUMADO,FALA,54.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
1250,07/07/2024,ANTONIO FONSECA,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,24.0,BRANCA,ESCOLARIDADE   IGNORADA
1251,07/07/2024,BELVEDERE,FURTO,CONSUMADO,MEIO DESCONHECIDO,32.0,BRANCA,SUPERIOR COMPLETO
1252,07/07/2024,CENTRO,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,39.0,BRANCA,SUPERIOR COMPLETO
1253,07/07/2024,HALIM SOUKI,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,34.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
1254,07/07/2024,NOVA FORTALEZA,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,27.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
1255,07/07/2024,BELVEDERE,FURTO,CONSUMADO,CONHECIMENTO TECNICO ESPECIFICO,47.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
1256,07/08/2023,ICARAI,INVASAO DE DISPOSITIVO INFORMATICO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,43.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
1257,07/08/2023,MORADA NOVA,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,43.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
1258,07/08/2023,SAO JOSE,ESTELIONATO,CONSUMADO,FRAUDE,19.0,BRANCA,SUPERIOR INCOMPLETO
1259,07/08/2023,CENTRO,AMEACA,CONSUMADO,FALA,39.0,PARDA,ALFABETIZADO
1260,07/08/2024,QUINTINO,INVASAO DE DISPOSITIVO INFORMATICO,CONSUMADO,FRAUDE,31.0,BRANCA,SUPERIOR COMPLETO
1261,07/08/2024,DOM CRISTIANO,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,31.0,PARDA,SUPERIOR INCOMPLETO
1262,07/08/2024,IPIRANGA,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,68.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
1263,07/08/2024,ESPLANADA,ESTELIONATO,CONSUMADO,FRAUDE,34.0,BRANCA,SUPERIOR COMPLETO
1264,07/08/2024,JARDIM NOVA AMERICA,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,52.0,BRANCA,SUPERIOR INCOMPLETO
1265,07/08/2024,CENTRO,AMEACA,CONSUMADO,FALA,57.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
1266,07/08/2024,JARDIM DOS CANDIDES,AMEACA,CONSUMADO,FALA,75.0,PARDA,ALFABETIZADO
1267,07/08/2024,JARDIM NOVA AMERICA,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,59.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
1268,07/09/2023,NITEROI,VIAS DE FATO   AGRESSAO,CONSUMADO,VIOLENCIA OU VIAS DE FATO,21.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
1269,07/09/2023,CENTRO,AMEACA,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,36.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
1270,07/09/2023,SAO JUDAS TADEU,INVASAO DE DISPOSITIVO INFORMATICO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,35.0,PRETO,SUPERIOR COMPLETO
1271,07/09/2023,UNIVERSITARIO,ESTELIONATO,CONSUMADO,FRAUDE,26.0,PARDA,SUPERIOR COMPLETO
1272,07/09/2023,DONA ROSA,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,40.0,BRANCA,POS GRADUACAO
1273,07/09/2023,NOVA FORTALEZA,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,24.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
1274,07/09/2023,ELIZABETH NOGUEIRA,VIAS DE FATO   AGRESSAO,CONSUMADO,FALA,46.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
1275,07/09/2023,CHANADOUR,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,63.0,BRANCA,SUPERIOR COMPLETO
1276,07/09/2023,DEL REY,AMEACA,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,49.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
1277,07/09/2024,CENTRO,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,77.0,BRANCA,SUPERIOR COMPLETO
1278,07/09/2024,BELVEDERE,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,17.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
1279,07/09/2024,ORION,AMEACA,CONSUMADO,FALA,20.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
1280,07/09/2024,BELVEDERE,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,17.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
1281,07/09/2024,DEL REY,LESAO CORPORAL,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,50.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
1282,07/09/2024,SANTA CLARA,LESAO CORPORAL,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,47.0,BRANCA,ALFABETIZADO
1283,07/09/2024,NITEROI,AMEACA,CONSUMADO,FALA,15.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
1284,07/09/2024,NITEROI,DANO,CONSUMADO,FALA,51.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
1285,07/09/2024,PORTO VELHO,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,35.0,PARDA,ALFABETIZADO
1286,07/09/2024,SAO MIGUEL,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,32.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
1287,07/10/2023,BELVEDERE,ESTELIONATO,CONSUMADO,FRAUDE,38.0,AMARELA,SUPERIOR COMPLETO
1288,07/10/2023,CENTRO,FURTO,CONSUMADO,ABUSO DE CONFIANCA,34.0,PARDA,SUPERIOR INCOMPLETO
1289,07/10/2023,CATALAO,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,42.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
1290,07/10/2023,CIDADE JARDIM,ESTELIONATO,CONSUMADO,FRAUDE,50.0,PRETO,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
1291,07/10/2023,SANTA LUCIA,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,40.0,BRANCA,ALFABETIZADO
1292,07/10/2024,BOM PASTOR,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,44.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
1293,07/10/2024,SAO JOAO DE DEUS,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,56.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
1294,07/10/2024,ALTEROSA,FURTO,CONSUMADO,USO DE SINAIS  GESTOS OU IMAGENS,25.0,BRANCA,SUPERIOR COMPLETO
1295,07/10/2024,ICARAI,VIAS DE FATO   AGRESSAO,CONSUMADO,FALA,25.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
1296,07/10/2024,SION,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,42.0,PARDA,SUPERIOR COMPLETO
1297,07/10/2024,SANTA LUCIA,DIFAMACAO,CONSUMADO,FALA,29.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
1298,07/10/2024,ELIZABETH NOGUEIRA,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,36.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU 
1299,07/10/2024,EXPOSICAO,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,29.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
1300,07/10/2024,INTERLAGOS,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,50.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
1301,07/11/2023,DOUTOR DULPHE PINTO DE AGUIAR,AMEACA,CONSUMADO,FALA,42.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
1302,07/11/2023,CENTRO,FURTO,CONSUMADO,ABUSO DE CONFIANCA,77.0,BRANCA,ESCOLARIDADE   IGNORADA
1303,07/11/2023,CENTRO,FURTO,CONSUMADO,CONHECIMENTO TECNICO ESPECIFICO,90.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
1304,07/11/2023,CENTRO,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,42.0,PARDA,SUPERIOR INCOMPLETO
1305,07/11/2023,JUSA FONSECA,ESTELIONATO,CONSUMADO,FRAUDE,70.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
1306,07/11/2023,SANTA CLARA,DIFAMACAO,CONSUMADO,FALA,45.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
1307,07/11/2024,BELA VISTA,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,36.0,PARDA,POS GRADUACAO
1308,07/11/2024,AFONSO PENA,INJURIA,CONSUMADO,FALA,54.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
1309,07/11/2024,ELIZABETH NOGUEIRA,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,60.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU 
1310,07/11/2024,JUSA FONSECA,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,44.0,PRETO,ANALFABETO
1311,07/11/2024,ESPIRITO SANTO,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,20.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
1312,07/11/2024,DANILO PASSOS,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,35.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
1313,07/11/2024,CENTRO,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,36.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
1314,07/12/2023,MORADA NOVA,AMEACA,CONSUMADO,FALA,33.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
1315,07/12/2023,CENTRO,CALUNIA,CONSUMADO,FALA,41.0,BRANCA,SUPERIOR INCOMPLETO
1316,07/12/2023,NITEROI,ESTELIONATO,CONSUMADO,FRAUDE,57.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
1317,07/12/2023,SANTA LUCIA,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,38.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
1318,07/12/2023,SANTA CRUZ,AMEACA,CONSUMADO,FALA,34.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
1319,07/12/2023,UNIVERSITARIO,ESTELIONATO,CONSUMADO,FRAUDE,35.0,BRANCA,SUPERIOR COMPLETO
1320,07/12/2023,QUINTINO,LESAO CORPORAL,CONSUMADO,ATO DE SUFOCAR  ENFORCAR  ESTRANGULAR OU ESGA,55.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
1321,07/12/2023,SAO LUIZ,PERSEGUICAO,CONSUMADO,FALA,28.0,PARDA,POS GRADUACAO
1322,07/12/2023,CENTRO,FURTO,CONSUMADO,MEIO DESCONHECIDO,81.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
1323,07/12/2023,BELA VISTA,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,34.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
1324,07/12/2023,CENTRO,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,48.0,BRANCA,SUPERIOR COMPLETO
1325,07/12/2024,JARDIM REAL,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,29.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
1326,07/12/2024,PONTE FUNDA,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,26.0,PRETO,SUPERIOR INCOMPLETO
1327,07/12/2024,JARDIM DOS CANDIDES,AMEACA,CONSUMADO,FALA,61.0,PRETO,ESCOLARIDADE   IGNORADA
1328,07/12/2024,CENTRO,LESAO CORPORAL,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,76.0,BRANCA,ALFABETIZADO
1329,07/12/2024,BELVEDERE,FURTO,CONSUMADO,MEIO DESCONHECIDO,19.0,BRANCA,SUPERIOR INCOMPLETO
1330,07/12/2024,FLORERMIDA,AMEACA,CONSUMADO,FALA,53.0,PARDA,SUPERIOR COMPLETO
1331,07/12/2024,FLORERMIDA,AMEACA,CONSUMADO,FALA,51.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
1332,07/12/2024,BELA VISTA,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,28.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
1333,07/12/2024,SANTA ROSA,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,36.0,PARDA,SUPERIOR COMPLETO
1334,07/12/2024,SAO MIGUEL,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,28.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
1335,07/12/2024,SAO JOAO DE DEUS,AMEACA,CONSUMADO,FALA,60.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
1336,08/01/2023,SANTA LUZIA,VIAS DE FATO   AGRESSAO,CONSUMADO,VIOLENCIA OU VIAS DE FATO,56.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU 
1337,08/01/2023,NOVA FORTALEZA,APROPRIACAO INDEBITA DE COISA ALHEIA MOVEL,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,40.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
1338,08/01/2023,DONA ROSA,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,30.0,PARDA,ALFABETIZADO
1339,08/01/2023,DOUTOR DULPHE PINTO DE AGUIAR,FURTO,CONSUMADO,ABUSO DE CONFIANCA,29.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
1340,08/01/2023,CATALAO,AMEACA,CONSUMADO,FALA,46.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
1341,08/01/2023,PORTO VELHO,ROUBO,CONSUMADO,ARMAS DE FOGO,27.0,BRANCA,SUPERIOR INCOMPLETO
1342,08/01/2024,JARDIM NOVA AMERICA,AMEACA,CONSUMADO,FALA,25.0,PRETO,SUPERIOR COMPLETO
1343,08/01/2024,CENTRO,FURTO,CONSUMADO,MEIO DESCONHECIDO,48.0,BRANCA,POS GRADUACAO
1344,08/01/2024,JARDIM DAS OLIVEIRAS,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,4.0,BRANCA,ANALFABETO
1345,08/01/2024,SAO JUDAS TADEU,ESTELIONATO,CONSUMADO,FRAUDE,49.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
1346,08/01/2024,SAO FREI GALVAO,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,35.0,BRANCA,ALFABETIZADO
1347,08/01/2024,SAO JOAO DE DEUS,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,61.0,PARDA,SUPERIOR COMPLETO
1348,08/01/2024,LIBERDADE,INJURIA,CONSUMADO,FALA,38.0,PARDA,ALFABETIZADO
1349,08/01/2024,JARDIM BETANIA,ESTELIONATO,CONSUMADO,FRAUDE,35.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
1350,08/02/2023,MORADA NOVA,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,25.0,BRANCA,SUPERIOR INCOMPLETO
1351,08/02/2023,CENTRO,ESTELIONATO,CONSUMADO,FRAUDE,49.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
1352,08/02/2023,DOUTOR JOSE TOMAZ,AMEACA,CONSUMADO,FALA,62.0,PARDA,SUPERIOR COMPLETO
1353,08/02/2023,SANTA CLARA,DIFAMACAO,CONSUMADO,FALA,54.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
1354,08/02/2023,JARDIM BRASILIA,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,30.0,BRANCA,SUPERIOR COMPLETO
1355,08/02/2024,JARDIM DAS ACACIAS,LESAO CORPORAL,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,22.0,PARDA,SUPERIOR INCOMPLETO
1356,08/02/2024,REALENGO,ESTELIONATO,CONSUMADO,FRAUDE,58.0,BRANCA,SUPERIOR COMPLETO
1357,08/03/2023,AFONSO PENA,AMEACA,CONSUMADO,FALA,26.0,PARDA,SUPERIOR COMPLETO
1358,08/03/2023,IPIRANGA,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,58.0,PARDA,SUPERIOR INCOMPLETO
1359,08/03/2023,JOAO PAULO II,ESTELIONATO,CONSUMADO,ABUSO DE CONFIANCA,47.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
1360,08/03/2023,JARDIM DOS CANDIDES,AMEACA,CONSUMADO,FALA,35.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
1361,08/03/2023,FLORERMIDA,AMEACA,CONSUMADO,FALA,21.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
1362,08/03/2023,SAO MIGUEL,FURTO,CONSUMADO,ABUSO DE CONFIANCA,56.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
1363,08/03/2023,SANTOS DUMONT,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,43.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
1364,08/03/2023,INTERLAGOS,FURTO,CONSUMADO,MEDIANTE FRAUDE,30.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
1365,08/03/2023,BELVEDERE,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO C EXPLOS,41.0,BRANCA,SUPERIOR COMPLETO
1366,08/03/2023,AFONSO PENA,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,17.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
1367,08/03/2023,MANOEL VALINHAS,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,21.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
1368,08/03/2024,MARAJO,ESTELIONATO,CONSUMADO,FRAUDE,34.0,PARDA,POS GRADUACAO
1369,08/03/2024,BELVEDERE,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,33.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
1370,08/03/2024,FABIO NOTINI,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,49.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
1371,08/03/2024,SANTA CLARA,AMEACA,CONSUMADO,FALA,38.0,PARDA,SUPERIOR COMPLETO
1372,08/03/2024,PORTO VELHO,AMEACA,CONSUMADO,FALA,22.0,PARDA,ESCOLARIDADE   IGNORADA
1373,08/03/2024,SAO JUDAS TADEU,AMEACA,CONSUMADO,FALA,33.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
1374,08/03/2024,CENTRO,AMEACA,CONSUMADO,FALA,32.0,BRANCA,SUPERIOR COMPLETO
1375,08/03/2024,CENTRO,AMEACA,CONSUMADO,FALA,29.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
1376,08/03/2024,PORTO VELHO,ESTELIONATO,CONSUMADO,FRAUDE,43.0,BRANCA,POS GRADUACAO
1377,08/03/2024,FONTE BOA,ESTELIONATO,CONSUMADO,FRAUDE,31.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
1378,08/03/2024,PORTO VELHO,CALUNIA,CONSUMADO,FALA,40.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
1379,08/03/2024,CENTRO,ESTELIONATO,CONSUMADO,FRAUDE,63.0,BRANCA,SUPERIOR COMPLETO
1380,08/04/2023,NITEROI,NEGAR SALDAR DESPESA,CONSUMADO,ABUSO DE CONFIANCA,57.0,BRANCA,ALFABETIZADO
1381,08/04/2023,CENTRO,FURTO,CONSUMADO,ABUSO DE CONFIANCA,20.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
1382,08/04/2023,PLANALTO,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,20.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
1383,08/04/2023,VALE DO SOL,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,39.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
1384,08/04/2023,ELIZABETH NOGUEIRA,AMEACA,CONSUMADO,FALA,59.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
1385,08/04/2023,SANTA ROSA,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,73.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
1386,08/04/2024,SANTOS DUMONT,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,28.0,BRANCA,SUPERIOR COMPLETO
